0,binance_pure_mm.yml,pure_market_making,binance_PaperTrade,ETHUSDT,ETH,USDT,1595553887278,buy://ETHUSDT/1c82990ee2e35ac09b8071918b,BUY,LIMIT,273.8997,0.05,"{'percent': 0.001, 'flat_fees': []}",
0,binance_pure_mm.yml,pure_market_making,binance_PaperTrade,ETHUSDT,ETH,USDT,1595553956499,buy://ETHUSDT/d6abd1128b20cdb67d67d72691,BUY,LIMIT,273.9447,0.05,"{'percent': 0.001, 'flat_fees': []}",
